timestep,time
0,0.100000001
1,0.8125
2,1.256299973
3,1.580199957
4,2.173399925
5,2.703299999
6,3.219300032
7,3.704600096
8,4.08920002
9,4.534999847
10,5.00180006
11,5.572899818
12,6.075500011
13,6.523799896
14,7.063000202
15,7.55880022
16,8.010499954
17,8.50399971
18,9.042599678
19,9.503499985
20,10.00399971
21,10.53999996
22,11.03299999
23,11.5010004
24,12.01900005
25,12.52400017
26,13.01099968
27,13.52700043
28,14.02000046
29,14.53899956
30,15.00199986
31,15.52200031
32,16.0189991
33,16.50799942
34,17.04400063
35,17.50699997
36,18.01099968
37,18.53199959
38,19.03199959
39,19.50499916
40,20.0189991
41,20.50600052
42,21.01300049
43,21.51099968
44,22.02400017
45,22.50699997
46,23.02599907
47,23.5170002
48,24.00799942
49,24.51600075
50,25.01000023
51,25.52099991
52,26.01600075
53,26.50699997
54,27.00699997
55,27.51600075
56,28.03199959
57,28.53800011
58,29.01300049
59,29.53000069
60,30.00399971
61,30.52700043
62,31.02899933
63,31.51099968
64,32.00600052
65,32.50999832
66,33.00299835
67,33.50699997
68,34.00899887
69,34.52700043
70,35.02299881
71,35.50099945
72,36.01599884
73,36.50099945
74,37.02399826
75,37.51100159
76,38.00899887
77,38.50999832
78,39.02799988
79,39.50400162
80,40.01200104
81,40.50099945
82,41.00799942
83,41.52199936
84,42.00699997
85,42.51399994
86,43.02799988
87,43.50899887
88,44.01300049
89,44.52299881
90,45.00500107
91,45.52299881
92,46.01800156
93,46.50400162
94,47
95,47.50999832
96,48.00999832
97,48.51900101
98,49.02399826
99,49.51900101
100,50.00600052
101,50.50999832
102,51.01300049
103,51.51800156
104,52.01499939
105,52.50299835
106,53.0019989
107,53.52399826
108,54.01200104
109,54.50299835
110,55.00999832
111,55.51200104
112,56.02000046
113,56.52700043
114,57.02500153
115,57.52099991
116,58.01399994
117,58.50600052
118,59.00899887
119,59.51399994
120,60.01699829